2	11	1
2	49	1
5	48	2
8	11	2
8	15	4
8	16	10
8	17	1
8	27	2
8	32	3
8	37	2
8	42	1
8	47	6
8	48	24
11	17	1
11	37	1
11	48	3
14	22	1
14	49	1
15	17	1
16	32	1
16	47	2
16	48	1
17	48	3
19	48	4
19	49	1
20	27	2
22	48	1
27	32	1
27	37	1
27	42	1
32	37	1
32	42	1
32	47	1
32	48	2
37	48	1
45	47	1
47	49	1
